id,date,warehouse_id,region,quantity_stored_tons,capacity_tons,utilization_percent
777,2023-09-04,WH-RUK-001,Rukwa,1580.79,1839,86.0
778,2023-09-04,WH-RUK-002,Rukwa,3964.62,4309,92.0
779,2023-09-04,WH-MOR-001,Morogoro,1708.02,2435,70.1
780,2023-09-04,WH-MOR-002,Morogoro,275.45,586,47.0
781,2023-09-04,WH-DOD-001,Dodoma,1306.01,2161,60.4
782,2023-09-04,WH-DOD-002,Dodoma,474.55,630,75.3
783,2023-09-04,WH-ARU-001,Arusha,595.27,955,62.3
784,2023-09-04,WH-ARU-002,Arusha,3207.88,4213,76.1
785,2023-09-04,WH-KIL-001,Kilimanjaro,1784.53,3053,58.5
786,2023-09-04,WH-KIL-002,Kilimanjaro,3186.97,4199,75.9
787,2023-09-04,WH-DAR-001,Dar es Salaam,2384.94,2543,93.8
788,2023-09-04,WH-DAR-002,Dar es Salaam,1966.03,3161,62.2
789,2023-09-04,WH-MWA-001,Mwanza,883.78,930,95.0
790,2023-09-04,WH-MWA-002,Mwanza,1484.96,2827,52.5
791,2023-09-04,WH-SHI-001,Shinyanga,1320.61,2536,52.1
792,2023-09-04,WH-SHI-002,Shinyanga,3855.12,4536,85.0
793,2023-09-11,WH-MBE-001,Mbeya,3903.0,3903,100.0
794,2023-09-11,WH-MBE-002,Mbeya,4442.0,4442,100.0
795,2023-09-11,WH-IRI-001,Iringa,1175.0,1175,100.0
796,2023-09-11,WH-IRI-002,Iringa,2541.0,2541,100.0
797,2023-09-11,WH-RUV-001,Ruvuma,575.07,662,86.9
798,2023-09-11,WH-RUV-002,Ruvuma,1490.47,1861,80.1
799,2023-09-11,WH-RUK-001,Rukwa,1759.38,1839,95.7
800,2023-09-11,WH-RUK-002,Rukwa,4309.0,4309,100.0
801,2023-09-11,WH-MOR-001,Morogoro,1918.04,2435,78.8
802,2023-09-11,WH-MOR-002,Morogoro,301.21,586,51.4
803,2023-09-11,WH-DOD-001,Dodoma,1386.07,2161,64.1
804,2023-09-11,WH-DOD-002,Dodoma,544.4,630,86.4
805,2023-09-11,WH-ARU-001,Arusha,631.94,955,66.2
806,2023-09-11,WH-ARU-002,Arusha,3467.43,4213,82.3
807,2023-09-11,WH-KIL-001,Kilimanjaro,2047.06,3053,67.1
808,2023-09-11,WH-KIL-002,Kilimanjaro,3416.68,4199,81.4
809,2023-09-11,WH-DAR-001,Dar es Salaam,2543.0,2543,100.0
810,2023-09-11,WH-DAR-002,Dar es Salaam,2069.11,3161,65.5
811,2023-09-11,WH-MWA-001,Mwanza,930.0,930,100.0
812,2023-09-11,WH-MWA-002,Mwanza,1562.85,2827,55.3
813,2023-09-11,WH-SHI-001,Shinyanga,1460.85,2536,57.6
814,2023-09-11,WH-SHI-002,Shinyanga,4232.5,4536,93.3
815,2023-09-18,WH-MBE-001,Mbeya,3903.0,3903,100.0
816,2023-09-18,WH-MBE-002,Mbeya,4442.0,4442,100.0
817,2023-09-18,WH-IRI-001,Iringa,1175.0,1175,100.0
818,2023-09-18,WH-IRI-002,Iringa,2541.0,2541,100.0
819,2023-09-18,WH-RUV-001,Ruvuma,648.78,662,98.0
820,2023-09-18,WH-RUV-002,Ruvuma,1573.31,1861,84.5
821,2023-09-18,WH-RUK-001,Rukwa,1839.0,1839,100.0
822,2023-09-18,WH-RUK-002,Rukwa,4309.0,4309,100.0
823,2023-09-18,WH-MOR-001,Morogoro,2184.41,2435,89.7
824,2023-09-18,WH-MOR-002,Morogoro,339.76,586,58.0
825,2023-09-18,WH-DOD-001,Dodoma,1528.92,2161,70.8
826,2023-09-18,WH-DOD-002,Dodoma,622.2,630,98.8
827,2023-09-18,WH-ARU-001,Arusha,666.84,955,69.8
828,2023-09-18,WH-ARU-002,Arusha,3960.6,4213,94.0
829,2023-09-18,WH-KIL-001,Kilimanjaro,2267.55,3053,74.3
830,2023-09-18,WH-KIL-002,Kilimanjaro,3822.62,4199,91.0
831,2023-09-18,WH-DAR-001,Dar es Salaam,2543.0,2543,100.0
832,2023-09-18,WH-DAR-002,Dar es Salaam,2323.56,3161,73.5
833,2023-09-18,WH-MWA-001,Mwanza,930.0,930,100.0
834,2023-09-18,WH-MWA-002,Mwanza,1790.05,2827,63.3
835,2023-09-18,WH-SHI-001,Shinyanga,1602.25,2536,63.2
836,2023-09-18,WH-SHI-002,Shinyanga,4493.32,4536,99.1
837,2023-09-25,WH-MBE-001,Mbeya,3903.0,3903,100.0
838,2023-09-25,WH-MBE-002,Mbeya,4442.0,4442,100.0
839,2023-09-25,WH-IRI-001,Iringa,1175.0,1175,100.0
840,2023-09-25,WH-IRI-002,Iringa,2541.0,2541,100.0
841,2023-09-25,WH-RUV-001,Ruvuma,662.0,662,100.0
842,2023-09-25,WH-RUV-002,Ruvuma,1681.91,1861,90.4
843,2023-09-25,WH-RUK-001,Rukwa,1839.0,1839,100.0
844,2023-09-25,WH-RUK-002,Rukwa,4309.0,4309,100.0
845,2023-09-25,WH-MOR-001,Morogoro,2435.0,2435,100.0
846,2023-09-25,WH-MOR-002,Morogoro,362.71,586,61.9
847,2023-09-25,WH-DOD-001,Dodoma,1654.21,2161,76.5
848,2023-09-25,WH-DOD-002,Dodoma,630.0,630,100.0
849,2023-09-25,WH-ARU-001,Arusha,739.48,955,77.4
850,2023-09-25,WH-ARU-002,Arusha,4213.0,4213,100.0
851,2023-09-25,WH-KIL-001,Kilimanjaro,2487.14,3053,81.5
852,2023-09-25,WH-KIL-002,Kilimanjaro,4100.67,4199,97.7
853,2023-09-25,WH-DAR-001,Dar es Salaam,2543.0,2543,100.0
854,2023-09-25,WH-DAR-002,Dar es Salaam,2652.79,3161,83.9
855,2023-09-25,WH-MWA-001,Mwanza,930.0,930,100.0
856,2023-09-25,WH-MWA-002,Mwanza,1987.25,2827,70.3
857,2023-09-25,WH-SHI-001,Shinyanga,1739.89,2536,68.6
858,2023-09-25,WH-SHI-002,Shinyanga,4536.0,4536,100.0
859,2023-10-02,WH-MBE-001,Mbeya,3903.0,3903,100.0
860,2023-10-02,WH-MBE-002,Mbeya,4442.0,4442,100.0
861,2023-10-02,WH-IRI-001,Iringa,1154.67,1175,98.3
862,2023-10-02,WH-IRI-002,Iringa,2541.0,2541,100.0
863,2023-10-02,WH-RUV-001,Ruvuma,662.0,662,100.0
864,2023-10-02,WH-RUV-002,Ruvuma,1665.41,1861,89.5
865,2023-10-02,WH-RUK-001,Rukwa,1835.43,1839,99.8
866,2023-10-02,WH-RUK-002,Rukwa,4309.0,4309,100.0
867,2023-10-02,WH-MOR-001,Morogoro,2393.46,2435,98.3
868,2023-10-02,WH-MOR-002,Morogoro,362.41,586,61.8
869,2023-10-02,WH-DOD-001,Dodoma,1635.46,2161,75.7
870,2023-10-02,WH-DOD-002,Dodoma,627.27,630,99.6
871,2023-10-02,WH-ARU-001,Arusha,751.98,955,78.7
872,2023-10-02,WH-ARU-002,Arusha,4130.74,4213,98.0
873,2023-10-02,WH-KIL-001,Kilimanjaro,2508.08,3053,82.2
874,2023-10-02,WH-KIL-002,Kilimanjaro,4088.48,4199,97.4
875,2023-10-02,WH-DAR-001,Dar es Salaam,2543.0,2543,100.0
876,2023-10-02,WH-DAR-002,Dar es Salaam,2641.43,3161,83.6
877,2023-10-02,WH-MWA-001,Mwanza,930.0,930,100.0
878,2023-10-02,WH-MWA-002,Mwanza,2016.09,2827,71.3
879,2023-10-02,WH-SHI-001,Shinyanga,1712.33,2536,67.5
880,2023-10-02,WH-SHI-002,Shinyanga,4474.37,4536,98.6
881,2023-10-09,WH-MBE-001,Mbeya,3903.0,3903,100.0
882,2023-10-09,WH-MBE-002,Mbeya,4404.98,4442,99.2
883,2023-10-09,WH-IRI-001,Iringa,1170.84,1175,99.6
884,2023-10-09,WH-IRI-002,Iringa,2511.05,2541,98.8
885,2023-10-09,WH-RUV-001,Ruvuma,649.57,662,98.1
886,2023-10-09,WH-RUV-002,Ruvuma,1633.06,1861,87.8
887,2023-10-09,WH-RUK-001,Rukwa,1801.87,1839,98.0
888,2023-10-09,WH-RUK-002,Rukwa,4291.41,4309,99.6
889,2023-10-09,WH-MOR-001,Morogoro,2369.45,2435,97.3
890,2023-10-09,WH-MOR-002,Morogoro,365.93,586,62.4
891,2023-10-09,WH-DOD-001,Dodoma,1635.99,2161,75.7
892,2023-10-09,WH-DOD-002,Dodoma,618.39,630,98.2
893,2023-10-09,WH-ARU-001,Arusha,765.94,955,80.2
894,2023-10-09,WH-ARU-002,Arusha,4151.93,4213,98.6
895,2023-10-09,WH-KIL-001,Kilimanjaro,2557.66,3053,83.8
896,2023-10-09,WH-KIL-002,Kilimanjaro,4098.06,4199,97.6
897,2023-10-09,WH-DAR-001,Dar es Salaam,2543.0,2543,100.0
898,2023-10-09,WH-DAR-002,Dar es Salaam,2612.19,3161,82.6
899,2023-10-09,WH-MWA-001,Mwanza,930.0,930,100.0
900,2023-10-09,WH-MWA-002,Mwanza,2045.48,2827,72.4
901,2023-10-09,WH-SHI-001,Shinyanga,1732.84,2536,68.3
902,2023-10-09,WH-SHI-002,Shinyanga,4391.92,4536,96.8
903,2023-10-16,WH-MBE-001,Mbeya,3898.58,3903,99.9
904,2023-10-16,WH-MBE-002,Mbeya,4442.0,4442,100.0
905,2023-10-16,WH-IRI-001,Iringa,1172.0,1175,99.7
906,2023-10-16,WH-IRI-002,Iringa,2469.18,2541,97.2
907,2023-10-16,WH-RUV-001,Ruvuma,653.12,662,98.7
908,2023-10-16,WH-RUV-002,Ruvuma,1615.4,1861,86.8
909,2023-10-16,WH-RUK-001,Rukwa,1796.59,1839,97.7
910,2023-10-16,WH-RUK-002,Rukwa,4266.2,4309,99.0
911,2023-10-16,WH-MOR-001,Morogoro,2409.23,2435,98.9
912,2023-10-16,WH-MOR-002,Morogoro,366.59,586,62.6
913,2023-10-16,WH-DOD-001,Dodoma,1613.04,2161,74.6
914,2023-10-16,WH-DOD-002,Dodoma,606.09,630,96.2
915,2023-10-16,WH-ARU-001,Arusha,754.71,955,79.0
916,2023-10-16,WH-ARU-002,Arusha,4079.53,4213,96.8
917,2023-10-16,WH-KIL-001,Kilimanjaro,2552.47,3053,83.6
918,2023-10-16,WH-KIL-002,Kilimanjaro,4019.79,4199,95.7
919,2023-10-16,WH-DAR-001,Dar es Salaam,2522.14,2543,99.2
920,2023-10-16,WH-DAR-002,Dar es Salaam,2616.86,3161,82.8
921,2023-10-16,WH-MWA-001,Mwanza,920.83,930,99.0
922,2023-10-16,WH-MWA-002,Mwanza,2059.67,2827,72.9
923,2023-10-16,WH-SHI-001,Shinyanga,1728.46,2536,68.2
924,2023-10-16,WH-SHI-002,Shinyanga,4429.94,4536,97.7
925,2023-10-23,WH-MBE-001,Mbeya,3897.03,3903,99.8
926,2023-10-23,WH-MBE-002,Mbeya,4442.0,4442,100.0
927,2023-10-23,WH-IRI-001,Iringa,1175.0,1175,100.0
928,2023-10-23,WH-IRI-002,Iringa,2440.48,2541,96.0
929,2023-10-23,WH-RUV-001,Ruvuma,650.39,662,98.2
930,2023-10-23,WH-RUV-002,Ruvuma,1587.37,1861,85.3
931,2023-10-23,WH-RUK-001,Rukwa,1805.56,1839,98.2
932,2023-10-23,WH-RUK-002,Rukwa,4305.56,4309,99.9
933,2023-10-23,WH-MOR-001,Morogoro,2395.11,2435,98.4
934,2023-10-23,WH-MOR-002,Morogoro,360.6,586,61.5
935,2023-10-23,WH-DOD-001,Dodoma,1626.55,2161,75.3
936,2023-10-23,WH-DOD-002,Dodoma,594.41,630,94.4
937,2023-10-23,WH-ARU-001,Arusha,750.59,955,78.6
938,2023-10-23,WH-ARU-002,Arusha,4011.12,4213,95.2
939,2023-10-23,WH-KIL-001,Kilimanjaro,2553.82,3053,83.6
940,2023-10-23,WH-KIL-002,Kilimanjaro,4038.84,4199,96.2
941,2023-10-23,WH-DAR-001,Dar es Salaam,2541.17,2543,99.9
942,2023-10-23,WH-DAR-002,Dar es Salaam,2644.98,3161,83.7
943,2023-10-23,WH-MWA-001,Mwanza,928.56,930,99.8
944,2023-10-23,WH-MWA-002,Mwanza,2029.09,2827,71.8
945,2023-10-23,WH-SHI-001,Shinyanga,1754.53,2536,69.2
946,2023-10-23,WH-SHI-002,Shinyanga,4378.2,4536,96.5
947,2023-10-30,WH-MBE-001,Mbeya,3826.52,3903,98.0
948,2023-10-30,WH-MBE-002,Mbeya,4390.44,4442,98.8
949,2023-10-30,WH-IRI-001,Iringa,1152.0,1175,98.0
950,2023-10-30,WH-IRI-002,Iringa,2435.77,2541,95.9
951,2023-10-30,WH-RUV-001,Ruvuma,640.74,662,96.8
952,2023-10-30,WH-RUV-002,Ruvuma,1576.08,1861,84.7
953,2023-10-30,WH-RUK-001,Rukwa,1780.53,1839,96.8
954,2023-10-30,WH-RUK-002,Rukwa,4309.0,4309,100.0
955,2023-10-30,WH-MOR-001,Morogoro,2369.33,2435,97.3
956,2023-10-30,WH-MOR-002,Morogoro,363.56,586,62.0
957,2023-10-30,WH-DOD-001,Dodoma,1606.41,2161,74.3
958,2023-10-30,WH-DOD-002,Dodoma,588.98,630,93.5
959,2023-10-30,WH-ARU-001,Arusha,739.85,955,77.5
960,2023-10-30,WH-ARU-002,Arusha,4062.35,4213,96.4
961,2023-10-30,WH-KIL-001,Kilimanjaro,2530.8,3053,82.9
962,2023-10-30,WH-KIL-002,Kilimanjaro,4118.93,4199,98.1
963,2023-10-30,WH-DAR-001,Dar es Salaam,2523.98,2543,99.3
964,2023-10-30,WH-DAR-002,Dar es Salaam,2613.74,3161,82.7
965,2023-10-30,WH-MWA-001,Mwanza,914.25,930,98.3
966,2023-10-30,WH-MWA-002,Mwanza,2023.8,2827,71.6
967,2023-10-30,WH-SHI-001,Shinyanga,1759.67,2536,69.4
968,2023-10-30,WH-SHI-002,Shinyanga,4439.4,4536,97.9
969,2023-11-06,WH-MBE-001,Mbeya,3604.53,3903,92.4
970,2023-11-06,WH-MBE-002,Mbeya,4068.95,4442,91.6
971,2023-11-06,WH-IRI-001,Iringa,1111.0,1175,94.6
972,2023-11-06,WH-IRI-002,Iringa,2312.09,2541,91.0
973,2023-11-06,WH-RUV-001,Ruvuma,608.82,662,92.0
974,2023-11-06,WH-RUV-002,Ruvuma,1519.03,1861,81.6
975,2023-11-06,WH-RUK-001,Rukwa,1652.32,1839,89.8
976,2023-11-06,WH-RUK-002,Rukwa,4010.7,4309,93.1
977,2023-11-06,WH-MOR-001,Morogoro,2225.72,2435,91.4
978,2023-11-06,WH-MOR-002,Morogoro,337.45,586,57.6
979,2023-11-06,WH-DOD-001,Dodoma,1520.37,2161,70.4
980,2023-11-06,WH-DOD-002,Dodoma,551.4,630,87.5
981,2023-11-06,WH-ARU-001,Arusha,717.32,955,75.1
982,2023-11-06,WH-ARU-002,Arusha,3898.56,4213,92.5
983,2023-11-06,WH-KIL-001,Kilimanjaro,2454.7,3053,80.4
984,2023-11-06,WH-KIL-002,Kilimanjaro,3918.38,4199,93.3
985,2023-11-06,WH-DAR-001,Dar es Salaam,2333.44,2543,91.8
986,2023-11-06,WH-DAR-002,Dar es Salaam,2526.92,3161,79.9
987,2023-11-06,WH-MWA-001,Mwanza,885.96,930,95.3
988,2023-11-06,WH-MWA-002,Mwanza,1953.0,2827,69.1
989,2023-11-06,WH-SHI-001,Shinyanga,1672.48,2536,65.9
990,2023-11-06,WH-SHI-002,Shinyanga,4177.41,4536,92.1
991,2023-11-13,WH-MBE-001,Mbeya,3495.62,3903,89.6
992,2023-11-13,WH-MBE-002,Mbeya,3807.37,4442,85.7
993,2023-11-13,WH-IRI-001,Iringa,1061.71,1175,90.4
994,2023-11-13,WH-IRI-002,Iringa,2151.54,2541,84.7
995,2023-11-13,WH-RUV-001,Ruvuma,580.47,662,87.7
996,2023-11-13,WH-RUV-002,Ruvuma,1471.37,1861,79.1
997,2023-11-13,WH-RUK-001,Rukwa,1575.55,1839,85.7
998,2023-11-13,WH-RUK-002,Rukwa,3758.85,4309,87.2
999,2023-11-13,WH-MOR-001,Morogoro,2104.44,2435,86.4
1000,2023-11-13,WH-MOR-002,Morogoro,322.28,586,55.0
1001,2023-11-13,WH-DOD-001,Dodoma,1430.66,2161,66.2
1002,2023-11-13,WH-DOD-002,Dodoma,523.48,630,83.1
1003,2023-11-13,WH-ARU-001,Arusha,670.93,955,70.3
1004,2023-11-13,WH-ARU-002,Arusha,3681.08,4213,87.4
1005,2023-11-13,WH-KIL-001,Kilimanjaro,2309.09,3053,75.6
1006,2023-11-13,WH-KIL-002,Kilimanjaro,3742.89,4199,89.1
1007,2023-11-13,WH-DAR-001,Dar es Salaam,2249.55,2543,88.5
1008,2023-11-13,WH-DAR-002,Dar es Salaam,2450.35,3161,77.5
1009,2023-11-13,WH-MWA-001,Mwanza,823.14,930,88.5
1010,2023-11-13,WH-MWA-002,Mwanza,1830.53,2827,64.8
1011,2023-11-13,WH-SHI-001,Shinyanga,1541.66,2536,60.8
1012,2023-11-13,WH-SHI-002,Shinyanga,3966.88,4536,87.5
1013,2023-11-20,WH-MBE-001,Mbeya,3290.58,3903,84.3
1014,2023-11-20,WH-MBE-002,Mbeya,3558.92,4442,80.1
1015,2023-11-20,WH-IRI-001,Iringa,1024.62,1175,87.2
1016,2023-11-20,WH-IRI-002,Iringa,2009.66,2541,79.1
1017,2023-11-20,WH-RUV-001,Ruvuma,557.39,662,84.2
1018,2023-11-20,WH-RUV-002,Ruvuma,1402.96,1861,75.4
1019,2023-11-20,WH-RUK-001,Rukwa,1515.49,1839,82.4
1020,2023-11-20,WH-RUK-002,Rukwa,3583.79,4309,83.2
1021,2023-11-20,WH-MOR-001,Morogoro,2024.49,2435,83.1
1022,2023-11-20,WH-MOR-002,Morogoro,308.67,586,52.7
1023,2023-11-20,WH-DOD-001,Dodoma,1376.1,2161,63.7
1024,2023-11-20,WH-DOD-002,Dodoma,490.48,630,77.9
1025,2023-11-20,WH-ARU-001,Arusha,617.94,955,64.7
1026,2023-11-20,WH-ARU-002,Arusha,3398.47,4213,80.7
1027,2023-11-20,WH-KIL-001,Kilimanjaro,2202.37,3053,72.1
1028,2023-11-20,WH-KIL-002,Kilimanjaro,3473.88,4199,82.7
1029,2023-11-20,WH-DAR-001,Dar es Salaam,2160.34,2543,85.0
1030,2023-11-20,WH-DAR-002,Dar es Salaam,2320.97,3161,73.4
1031,2023-11-20,WH-MWA-001,Mwanza,780.13,930,83.9
1032,2023-11-20,WH-MWA-002,Mwanza,1747.78,2827,61.8
1033,2023-11-20,WH-SHI-001,Shinyanga,1468.45,2536,57.9
1034,2023-11-20,WH-SHI-002,Shinyanga,3794.12,4536,83.6
1035,2023-11-27,WH-MBE-001,Mbeya,3182.44,3903,81.5
1036,2023-11-27,WH-MBE-002,Mbeya,3327.69,4442,74.9
1037,2023-11-27,WH-IRI-001,Iringa,957.34,1175,81.5
1038,2023-11-27,WH-IRI-002,Iringa,1899.44,2541,74.8
1039,2023-11-27,WH-RUV-001,Ruvuma,529.4,662,80.0
1040,2023-11-27,WH-RUV-002,Ruvuma,1295.04,1861,69.6
1041,2023-11-27,WH-RUK-001,Rukwa,1413.48,1839,76.9
1042,2023-11-27,WH-RUK-002,Rukwa,3355.08,4309,77.9
1043,2023-11-27,WH-MOR-001,Morogoro,1903.45,2435,78.2
1044,2023-11-27,WH-MOR-002,Morogoro,298.69,586,51.0
1045,2023-11-27,WH-DOD-001,Dodoma,1327.49,2161,61.4
1046,2023-11-27,WH-DOD-002,Dodoma,472.93,630,75.1
1047,2023-11-27,WH-ARU-001,Arusha,589.22,955,61.7
1048,2023-11-27,WH-ARU-002,Arusha,3269.47,4213,77.6
1049,2023-11-27,WH-KIL-001,Kilimanjaro,2100.55,3053,68.8
1050,2023-11-27,WH-KIL-002,Kilimanjaro,3281.68,4199,78.2
1051,2023-11-27,WH-DAR-001,Dar es Salaam,2048.5,2543,80.6
1052,2023-11-27,WH-DAR-002,Dar es Salaam,2230.27,3161,70.6
1053,2023-11-27,WH-MWA-001,Mwanza,739.36,930,79.5
1054,2023-11-27,WH-MWA-002,Mwanza,1647.87,2827,58.3
1055,2023-11-27,WH-SHI-001,Shinyanga,1384.87,2536,54.6
1056,2023-11-27,WH-SHI-002,Shinyanga,3604.06,4536,79.5
1057,2023-12-04,WH-MBE-001,Mbeya,3146.93,3903,80.6
1058,2023-12-04,WH-MBE-002,Mbeya,3392.01,4442,76.4
1059,2023-12-04,WH-IRI-001,Iringa,948.78,1175,80.7
1060,2023-12-04,WH-IRI-002,Iringa,1906.09,2541,75.0
1061,2023-12-04,WH-RUV-001,Ruvuma,539.33,662,81.5
1062,2023-12-04,WH-RUV-002,Ruvuma,1270.17,1861,68.3
1063,2023-12-04,WH-RUK-001,Rukwa,1436.58,1839,78.1
1064,2023-12-04,WH-RUK-002,Rukwa,3336.13,4309,77.4
1065,2023-12-04,WH-MOR-001,Morogoro,1934.08,2435,79.4
1066,2023-12-04,WH-MOR-002,Morogoro,303.36,586,51.8
1067,2023-12-04,WH-DOD-001,Dodoma,1327.89,2161,61.4
1068,2023-12-04,WH-DOD-002,Dodoma,476.84,630,75.7
1069,2023-12-04,WH-ARU-001,Arusha,591.41,955,61.9
1070,2023-12-04,WH-ARU-002,Arusha,3219.48,4213,76.4
1071,2023-12-04,WH-KIL-001,Kilimanjaro,2104.21,3053,68.9
1072,2023-12-04,WH-KIL-002,Kilimanjaro,3224.89,4199,76.8
1073,2023-12-04,WH-DAR-001,Dar es Salaam,2080.36,2543,81.8
1074,2023-12-04,WH-DAR-002,Dar es Salaam,2260.9,3161,71.5
1075,2023-12-04,WH-MWA-001,Mwanza,749.02,930,80.5
1076,2023-12-04,WH-MWA-002,Mwanza,1623.56,2827,57.4
1077,2023-12-04,WH-SHI-001,Shinyanga,1390.92,2536,54.8
1078,2023-12-04,WH-SHI-002,Shinyanga,3660.7,4536,80.7
1079,2023-12-11,WH-MBE-001,Mbeya,3130.31,3903,80.2
1080,2023-12-11,WH-MBE-002,Mbeya,3419.48,4442,77.0
1081,2023-12-11,WH-IRI-001,Iringa,966.22,1175,82.2
1082,2023-12-11,WH-IRI-002,Iringa,1926.54,2541,75.8
1083,2023-12-11,WH-RUV-001,Ruvuma,542.8,662,82.0
1084,2023-12-11,WH-RUV-002,Ruvuma,1263.29,1861,67.9
1085,2023-12-11,WH-RUK-001,Rukwa,1458.37,1839,79.3
1086,2023-12-11,WH-RUK-002,Rukwa,3275.44,4309,76.0
1087,2023-12-11,WH-MOR-001,Morogoro,1952.38,2435,80.2
1088,2023-12-11,WH-MOR-002,Morogoro,301.57,586,51.5
1089,2023-12-11,WH-DOD-001,Dodoma,1322.94,2161,61.2
1090,2023-12-11,WH-DOD-002,Dodoma,473.43,630,75.1
1091,2023-12-11,WH-ARU-001,Arusha,591.31,955,61.9
1092,2023-12-11,WH-ARU-002,Arusha,3233.3,4213,76.7
1093,2023-12-11,WH-KIL-001,Kilimanjaro,2133.89,3053,69.9
1094,2023-12-11,WH-KIL-002,Kilimanjaro,3174.19,4199,75.6
1095,2023-12-11,WH-DAR-001,Dar es Salaam,2054.43,2543,80.8
1096,2023-12-11,WH-DAR-002,Dar es Salaam,2256.31,3161,71.4
1097,2023-12-11,WH-MWA-001,Mwanza,751.79,930,80.8
1098,2023-12-11,WH-MWA-002,Mwanza,1626.69,2827,57.5
1099,2023-12-11,WH-SHI-001,Shinyanga,1364.12,2536,53.8
1100,2023-12-11,WH-SHI-002,Shinyanga,3632.21,4536,80.1
1101,2023-12-18,WH-MBE-001,Mbeya,3109.2,3903,79.7
1102,2023-12-18,WH-MBE-002,Mbeya,3407.4,4442,76.7
1103,2023-12-18,WH-IRI-001,Iringa,952.42,1175,81.1
1104,2023-12-18,WH-IRI-002,Iringa,1955.36,2541,77.0
1105,2023-12-18,WH-RUV-001,Ruvuma,539.01,662,81.4
1106,2023-12-18,WH-RUV-002,Ruvuma,1281.88,1861,68.9
1107,2023-12-18,WH-RUK-001,Rukwa,1435.28,1839,78.0
1108,2023-12-18,WH-RUK-002,Rukwa,3340.59,4309,77.5
1109,2023-12-18,WH-MOR-001,Morogoro,1913.37,2435,78.6
1110,2023-12-18,WH-MOR-002,Morogoro,302.41,586,51.6
1111,2023-12-18,WH-DOD-001,Dodoma,1343.69,2161,62.2
1112,2023-12-18,WH-DOD-002,Dodoma,470.71,630,74.7
1113,2023-12-18,WH-ARU-001,Arusha,592.04,955,62.0
1114,2023-12-18,WH-ARU-002,Arusha,3228.74,4213,76.6
1115,2023-12-18,WH-KIL-001,Kilimanjaro,2172.18,3053,71.1
1116,2023-12-18,WH-KIL-002,Kilimanjaro,3212.03,4199,76.5
1117,2023-12-18,WH-DAR-001,Dar es Salaam,2022.3,2543,79.5
1118,2023-12-18,WH-DAR-002,Dar es Salaam,2242.65,3161,70.9
1119,2023-12-18,WH-MWA-001,Mwanza,764.67,930,82.2
1120,2023-12-18,WH-MWA-002,Mwanza,1605.08,2827,56.8
1121,2023-12-18,WH-SHI-001,Shinyanga,1343.18,2536,53.0
1122,2023-12-18,WH-SHI-002,Shinyanga,3589.36,4536,79.1
1123,2023-12-25,WH-MBE-001,Mbeya,3094.14,3903,79.3
1124,2023-12-25,WH-MBE-002,Mbeya,3410.36,4442,76.8
1125,2023-12-25,WH-IRI-001,Iringa,962.96,1175,82.0
1126,2023-12-25,WH-IRI-002,Iringa,1921.01,2541,75.6
1127,2023-12-25,WH-RUV-001,Ruvuma,547.96,662,82.8
1128,2023-12-25,WH-RUV-002,Ruvuma,1266.28,1861,68.0
1129,2023-12-25,WH-RUK-001,Rukwa,1432.89,1839,77.9
1130,2023-12-25,WH-RUK-002,Rukwa,3364.75,4309,78.1
1131,2023-12-25,WH-MOR-001,Morogoro,1880.49,2435,77.2
1132,2023-12-25,WH-MOR-002,Morogoro,304.49,586,52.0
1133,2023-12-25,WH-DOD-001,Dodoma,1350.98,2161,62.5
1134,2023-12-25,WH-DOD-002,Dodoma,478.02,630,75.9
1135,2023-12-25,WH-ARU-001,Arusha,594.09,955,62.2
1136,2023-12-25,WH-ARU-002,Arusha,3257.35,4213,77.3
1137,2023-12-25,WH-KIL-001,Kilimanjaro,2129.34,3053,69.7
1138,2023-12-25,WH-KIL-002,Kilimanjaro,3274.78,4199,78.0
1139,2023-12-25,WH-DAR-001,Dar es Salaam,2021.96,2543,79.5
1140,2023-12-25,WH-DAR-002,Dar es Salaam,2232.82,3161,70.6
1141,2023-12-25,WH-MWA-001,Mwanza,752.62,930,80.9
1142,2023-12-25,WH-MWA-002,Mwanza,1580.48,2827,55.9
1143,2023-12-25,WH-SHI-001,Shinyanga,1329.55,2536,52.4
1144,2023-12-25,WH-SHI-002,Shinyanga,3637.76,4536,80.2
1145,2024-01-01,WH-MBE-001,Mbeya,3107.05,3903,79.6
1146,2024-01-01,WH-MBE-002,Mbeya,3429.33,4442,77.2
1147,2024-01-01,WH-IRI-001,Iringa,965.94,1175,82.2
1148,2024-01-01,WH-IRI-002,Iringa,1948.7,2541,76.7
1149,2024-01-01,WH-RUV-001,Ruvuma,550.03,662,83.1
1150,2024-01-01,WH-RUV-002,Ruvuma,1264.59,1861,68.0
1151,2024-01-01,WH-RUK-001,Rukwa,1440.54,1839,78.3
1152,2024-01-01,WH-RUK-002,Rukwa,3422.49,4309,79.4
1153,2024-01-01,WH-MOR-001,Morogoro,1895.23,2435,77.8
1154,2024-01-01,WH-MOR-002,Morogoro,309.79,586,52.9
1155,2024-01-01,WH-DOD-001,Dodoma,1373.27,2161,63.5
1156,2024-01-01,WH-DOD-002,Dodoma,484.83,630,77.0
1157,2024-01-01,WH-ARU-001,Arusha,587.44,955,61.5
1158,2024-01-01,WH-ARU-002,Arusha,3260.07,4213,77.4
