id,date,market,region,quality_grade,price_per_kg_tzs
11312,2023-11-11,Songea Central,Ruvuma,B,1679.35
11313,2023-11-11,Songea Central,Ruvuma,C,1452.56
11314,2023-11-11,Sumbawanga Central,Rukwa,A,1994.08
11315,2023-11-11,Sumbawanga Central,Rukwa,B,1680.87
11316,2023-11-11,Sumbawanga Central,Rukwa,C,1428.31
11317,2023-11-11,Morogoro Central,Morogoro,A,2006.11
11318,2023-11-11,Morogoro Central,Morogoro,B,1694.96
11319,2023-11-11,Morogoro Central,Morogoro,C,1442.23
11320,2023-11-11,Dodoma Central,Dodoma,A,1999.84
11321,2023-11-11,Dodoma Central,Dodoma,B,1699.67
11322,2023-11-11,Dodoma Central,Dodoma,C,1403.26
11323,2023-11-11,Arusha Central,Arusha,A,2287.16
11324,2023-11-11,Arusha Central,Arusha,B,1928.54
11325,2023-11-11,Arusha Central,Arusha,C,1638.31
11326,2023-11-11,Moshi Central,Kilimanjaro,A,2321.27
11327,2023-11-11,Moshi Central,Kilimanjaro,B,1900.46
11328,2023-11-11,Moshi Central,Kilimanjaro,C,1647.0
11329,2023-11-11,Kariakoo,Dar es Salaam,A,2360.91
11330,2023-11-11,Kariakoo,Dar es Salaam,B,1936.4
11331,2023-11-11,Kariakoo,Dar es Salaam,C,1613.3
11332,2023-11-11,Mwenge,Dar es Salaam,A,2316.71
11333,2023-11-11,Mwenge,Dar es Salaam,B,1899.22
11334,2023-11-11,Mwenge,Dar es Salaam,C,1645.41
11335,2023-11-11,Mwanza Central,Mwanza,A,2350.25
11336,2023-11-11,Mwanza Central,Mwanza,B,1957.91
11337,2023-11-11,Mwanza Central,Mwanza,C,1644.61
11338,2023-11-11,Shinyanga Central,Shinyanga,A,2329.49
11339,2023-11-11,Shinyanga Central,Shinyanga,B,1945.85
11340,2023-11-11,Shinyanga Central,Shinyanga,C,1660.56
11341,2023-11-12,Mbeya Central,Mbeya,A,2024.88
11342,2023-11-12,Mbeya Central,Mbeya,B,1714.92
11343,2023-11-12,Mbeya Central,Mbeya,C,1446.61
11344,2023-11-12,Iringa Central,Iringa,A,2022.17
11345,2023-11-12,Iringa Central,Iringa,B,1703.1
11346,2023-11-12,Iringa Central,Iringa,C,1450.37
11347,2023-11-12,Songea Central,Ruvuma,A,1986.3
11348,2023-11-12,Songea Central,Ruvuma,B,1711.44
11349,2023-11-12,Songea Central,Ruvuma,C,1436.85
11350,2023-11-12,Sumbawanga Central,Rukwa,A,2059.42
11351,2023-11-12,Sumbawanga Central,Rukwa,B,1699.96
11352,2023-11-12,Sumbawanga Central,Rukwa,C,1445.83
11353,2023-11-12,Morogoro Central,Morogoro,A,2014.02
11354,2023-11-12,Morogoro Central,Morogoro,B,1667.98
11355,2023-11-12,Morogoro Central,Morogoro,C,1427.76
11356,2023-11-12,Dodoma Central,Dodoma,A,2050.34
11357,2023-11-12,Dodoma Central,Dodoma,B,1699.09
11358,2023-11-12,Dodoma Central,Dodoma,C,1439.16
11359,2023-11-12,Arusha Central,Arusha,A,2282.87
11360,2023-11-12,Arusha Central,Arusha,B,1946.9
11361,2023-11-12,Arusha Central,Arusha,C,1634.59
11362,2023-11-12,Moshi Central,Kilimanjaro,A,2325.11
11363,2023-11-12,Moshi Central,Kilimanjaro,B,1950.36
11364,2023-11-12,Moshi Central,Kilimanjaro,C,1666.2
11365,2023-11-12,Kariakoo,Dar es Salaam,A,2316.26
11366,2023-11-12,Kariakoo,Dar es Salaam,B,1898.4
11367,2023-11-12,Kariakoo,Dar es Salaam,C,1650.05
11368,2023-11-12,Mwenge,Dar es Salaam,A,2276.68
11369,2023-11-12,Mwenge,Dar es Salaam,B,1960.86
11370,2023-11-12,Mwenge,Dar es Salaam,C,1613.47
11371,2023-11-12,Mwanza Central,Mwanza,A,2297.01
11372,2023-11-12,Mwanza Central,Mwanza,B,1929.81
11373,2023-11-12,Mwanza Central,Mwanza,C,1629.26
11374,2023-11-12,Shinyanga Central,Shinyanga,A,2296.8
11375,2023-11-12,Shinyanga Central,Shinyanga,B,1948.96
11376,2023-11-12,Shinyanga Central,Shinyanga,C,1633.72
11377,2023-11-13,Mbeya Central,Mbeya,A,1976.65
11378,2023-11-13,Mbeya Central,Mbeya,B,1660.92
11379,2023-11-13,Mbeya Central,Mbeya,C,1417.64
11380,2023-11-13,Iringa Central,Iringa,A,1985.9
11381,2023-11-13,Iringa Central,Iringa,B,1640.41
11382,2023-11-13,Iringa Central,Iringa,C,1423.84
11383,2023-11-13,Songea Central,Ruvuma,A,2009.09
11384,2023-11-13,Songea Central,Ruvuma,B,1627.07
11385,2023-11-13,Songea Central,Ruvuma,C,1417.81
11386,2023-11-13,Sumbawanga Central,Rukwa,A,1956.73
11387,2023-11-13,Sumbawanga Central,Rukwa,B,1628.98
11388,2023-11-13,Sumbawanga Central,Rukwa,C,1375.92
11389,2023-11-13,Morogoro Central,Morogoro,A,1988.07
11390,2023-11-13,Morogoro Central,Morogoro,B,1672.75
11391,2023-11-13,Morogoro Central,Morogoro,C,1418.18
11392,2023-11-13,Dodoma Central,Dodoma,A,1983.17
11393,2023-11-13,Dodoma Central,Dodoma,B,1680.01
11394,2023-11-13,Dodoma Central,Dodoma,C,1392.82
11395,2023-11-13,Arusha Central,Arusha,A,2260.18
11396,2023-11-13,Arusha Central,Arusha,B,1877.01
11397,2023-11-13,Arusha Central,Arusha,C,1594.09
11398,2023-11-13,Moshi Central,Kilimanjaro,A,2259.05
11399,2023-11-13,Moshi Central,Kilimanjaro,B,1891.75
11400,2023-11-13,Moshi Central,Kilimanjaro,C,1598.11
11401,2023-11-13,Kariakoo,Dar es Salaam,A,2316.74
11402,2023-11-13,Kariakoo,Dar es Salaam,B,1876.04
11403,2023-11-13,Kariakoo,Dar es Salaam,C,1603.54
11404,2023-11-13,Mwenge,Dar es Salaam,A,2243.97
11405,2023-11-13,Mwenge,Dar es Salaam,B,1927.77
11406,2023-11-13,Mwenge,Dar es Salaam,C,1608.98
11407,2023-11-13,Mwanza Central,Mwanza,A,2307.44
11408,2023-11-13,Mwanza Central,Mwanza,B,1888.02
11409,2023-11-13,Mwanza Central,Mwanza,C,1609.26
11410,2023-11-13,Shinyanga Central,Shinyanga,A,2299.22
11411,2023-11-13,Shinyanga Central,Shinyanga,B,1915.71
11412,2023-11-13,Shinyanga Central,Shinyanga,C,1605.16
11413,2023-11-14,Mbeya Central,Mbeya,A,1975.79
11414,2023-11-14,Mbeya Central,Mbeya,B,1643.35
11415,2023-11-14,Mbeya Central,Mbeya,C,1385.99
11416,2023-11-14,Iringa Central,Iringa,A,1970.54
11417,2023-11-14,Iringa Central,Iringa,B,1670.76
11418,2023-11-14,Iringa Central,Iringa,C,1379.66
11419,2023-11-14,Songea Central,Ruvuma,A,1954.27
11420,2023-11-14,Songea Central,Ruvuma,B,1677.28
11421,2023-11-14,Songea Central,Ruvuma,C,1415.1
11422,2023-11-14,Sumbawanga Central,Rukwa,A,1950.04
11423,2023-11-14,Sumbawanga Central,Rukwa,B,1666.94
11424,2023-11-14,Sumbawanga Central,Rukwa,C,1381.2
11425,2023-11-14,Morogoro Central,Morogoro,A,1979.14
11426,2023-11-14,Morogoro Central,Morogoro,B,1656.92
11427,2023-11-14,Morogoro Central,Morogoro,C,1416.51
11428,2023-11-14,Dodoma Central,Dodoma,A,1965.5
11429,2023-11-14,Dodoma Central,Dodoma,B,1629.6
11430,2023-11-14,Dodoma Central,Dodoma,C,1429.72
11431,2023-11-14,Arusha Central,Arusha,A,2304.3
11432,2023-11-14,Arusha Central,Arusha,B,1886.86
11433,2023-11-14,Arusha Central,Arusha,C,1597.09
11434,2023-11-14,Moshi Central,Kilimanjaro,A,2241.66
11435,2023-11-14,Moshi Central,Kilimanjaro,B,1894.23
11436,2023-11-14,Moshi Central,Kilimanjaro,C,1581.09
11437,2023-11-14,Kariakoo,Dar es Salaam,A,2304.63
11438,2023-11-14,Kariakoo,Dar es Salaam,B,1889.93
11439,2023-11-14,Kariakoo,Dar es Salaam,C,1635.94
11440,2023-11-14,Mwenge,Dar es Salaam,A,2263.76
11441,2023-11-14,Mwenge,Dar es Salaam,B,1931.33
11442,2023-11-14,Mwenge,Dar es Salaam,C,1634.59
11443,2023-11-14,Mwanza Central,Mwanza,A,2271.0
11444,2023-11-14,Mwanza Central,Mwanza,B,1923.9
11445,2023-11-14,Mwanza Central,Mwanza,C,1600.02
11446,2023-11-14,Shinyanga Central,Shinyanga,A,2322.51
11447,2023-11-14,Shinyanga Central,Shinyanga,B,1865.96
11448,2023-11-14,Shinyanga Central,Shinyanga,C,1622.14
11449,2023-11-15,Mbeya Central,Mbeya,A,1971.26
11450,2023-11-15,Mbeya Central,Mbeya,B,1648.11
11451,2023-11-15,Mbeya Central,Mbeya,C,1427.82
11452,2023-11-15,Iringa Central,Iringa,A,1962.16
11453,2023-11-15,Iringa Central,Iringa,B,1659.73
11454,2023-11-15,Iringa Central,Iringa,C,1392.59
11455,2023-11-15,Songea Central,Ruvuma,A,1951.55
11456,2023-11-15,Songea Central,Ruvuma,B,1633.43
11457,2023-11-15,Songea Central,Ruvuma,C,1406.12
11458,2023-11-15,Sumbawanga Central,Rukwa,A,1950.53
11459,2023-11-15,Sumbawanga Central,Rukwa,B,1627.28
11460,2023-11-15,Sumbawanga Central,Rukwa,C,1413.44
11461,2023-11-15,Morogoro Central,Morogoro,A,2000.77
11462,2023-11-15,Morogoro Central,Morogoro,B,1621.04
11463,2023-11-15,Morogoro Central,Morogoro,C,1419.46
11464,2023-11-15,Dodoma Central,Dodoma,A,2009.01
11465,2023-11-15,Dodoma Central,Dodoma,B,1660.62
11466,2023-11-15,Dodoma Central,Dodoma,C,1395.3
11467,2023-11-15,Arusha Central,Arusha,A,2269.25
11468,2023-11-15,Arusha Central,Arusha,B,1871.5
11469,2023-11-15,Arusha Central,Arusha,C,1591.74
11470,2023-11-15,Moshi Central,Kilimanjaro,A,2316.74
11471,2023-11-15,Moshi Central,Kilimanjaro,B,1932.82
11472,2023-11-15,Moshi Central,Kilimanjaro,C,1628.49
11473,2023-11-15,Kariakoo,Dar es Salaam,A,2305.26
11474,2023-11-15,Kariakoo,Dar es Salaam,B,1873.33
11475,2023-11-15,Kariakoo,Dar es Salaam,C,1637.33
11476,2023-11-15,Mwenge,Dar es Salaam,A,2241.42
11477,2023-11-15,Mwenge,Dar es Salaam,B,1871.87
11478,2023-11-15,Mwenge,Dar es Salaam,C,1612.72
11479,2023-11-15,Mwanza Central,Mwanza,A,2259.34
11480,2023-11-15,Mwanza Central,Mwanza,B,1907.01
11481,2023-11-15,Mwanza Central,Mwanza,C,1639.26
11482,2023-11-15,Shinyanga Central,Shinyanga,A,2255.61
11483,2023-11-15,Shinyanga Central,Shinyanga,B,1883.92
11484,2023-11-15,Shinyanga Central,Shinyanga,C,1631.15
11485,2023-11-16,Mbeya Central,Mbeya,A,1966.66
11486,2023-11-16,Mbeya Central,Mbeya,B,1675.66
11487,2023-11-16,Mbeya Central,Mbeya,C,1376.37
11488,2023-11-16,Iringa Central,Iringa,A,2009.46
11489,2023-11-16,Iringa Central,Iringa,B,1677.3
11490,2023-11-16,Iringa Central,Iringa,C,1377.06
11491,2023-11-16,Songea Central,Ruvuma,A,1970.26
11492,2023-11-16,Songea Central,Ruvuma,B,1656.5
11493,2023-11-16,Songea Central,Ruvuma,C,1403.91
11494,2023-11-16,Sumbawanga Central,Rukwa,A,1952.93
11495,2023-11-16,Sumbawanga Central,Rukwa,B,1617.99
11496,2023-11-16,Sumbawanga Central,Rukwa,C,1424.78
11497,2023-11-16,Morogoro Central,Morogoro,A,1947.7
11498,2023-11-16,Morogoro Central,Morogoro,B,1682.22
11499,2023-11-16,Morogoro Central,Morogoro,C,1380.76
11500,2023-11-16,Dodoma Central,Dodoma,A,1978.07
11501,2023-11-16,Dodoma Central,Dodoma,B,1681.9
11502,2023-11-16,Dodoma Central,Dodoma,C,1422.48
11503,2023-11-16,Arusha Central,Arusha,A,2280.35
11504,2023-11-16,Arusha Central,Arusha,B,1869.75
11505,2023-11-16,Arusha Central,Arusha,C,1619.54
11506,2023-11-16,Moshi Central,Kilimanjaro,A,2289.46
11507,2023-11-16,Moshi Central,Kilimanjaro,B,1883.19
11508,2023-11-16,Moshi Central,Kilimanjaro,C,1610.91
11509,2023-11-16,Kariakoo,Dar es Salaam,A,2313.69
11510,2023-11-16,Kariakoo,Dar es Salaam,B,1869.28
11511,2023-11-16,Kariakoo,Dar es Salaam,C,1622.96
11512,2023-11-16,Mwenge,Dar es Salaam,A,2264.76
11513,2023-11-16,Mwenge,Dar es Salaam,B,1906.12
11514,2023-11-16,Mwenge,Dar es Salaam,C,1626.83
11515,2023-11-16,Mwanza Central,Mwanza,A,2274.98
11516,2023-11-16,Mwanza Central,Mwanza,B,1916.38
11517,2023-11-16,Mwanza Central,Mwanza,C,1635.58
11518,2023-11-16,Shinyanga Central,Shinyanga,A,2249.34
11519,2023-11-16,Shinyanga Central,Shinyanga,B,1876.2
11520,2023-11-16,Shinyanga Central,Shinyanga,C,1588.99
11521,2023-11-17,Mbeya Central,Mbeya,A,2015.03
11522,2023-11-17,Mbeya Central,Mbeya,B,1631.89
11523,2023-11-17,Mbeya Central,Mbeya,C,1379.06
11524,2023-11-17,Iringa Central,Iringa,A,1947.91
11525,2023-11-17,Iringa Central,Iringa,B,1643.65
11526,2023-11-17,Iringa Central,Iringa,C,1424.21
11527,2023-11-17,Songea Central,Ruvuma,A,1948.73
11528,2023-11-17,Songea Central,Ruvuma,B,1631.93
11529,2023-11-17,Songea Central,Ruvuma,C,1384.81
11530,2023-11-17,Sumbawanga Central,Rukwa,A,1992.62
11531,2023-11-17,Sumbawanga Central,Rukwa,B,1638.69
11532,2023-11-17,Sumbawanga Central,Rukwa,C,1429.09
11533,2023-11-17,Morogoro Central,Morogoro,A,1993.33
11534,2023-11-17,Morogoro Central,Morogoro,B,1651.31
11535,2023-11-17,Morogoro Central,Morogoro,C,1406.83
11536,2023-11-17,Dodoma Central,Dodoma,A,2010.38
11537,2023-11-17,Dodoma Central,Dodoma,B,1667.15
11538,2023-11-17,Dodoma Central,Dodoma,C,1381.84
11539,2023-11-17,Arusha Central,Arusha,A,2269.9
11540,2023-11-17,Arusha Central,Arusha,B,1909.74
11541,2023-11-17,Arusha Central,Arusha,C,1618.0
11542,2023-11-17,Moshi Central,Kilimanjaro,A,2316.59
11543,2023-11-17,Moshi Central,Kilimanjaro,B,1862.15
11544,2023-11-17,Moshi Central,Kilimanjaro,C,1639.07
11545,2023-11-17,Kariakoo,Dar es Salaam,A,2266.53
11546,2023-11-17,Kariakoo,Dar es Salaam,B,1863.19
11547,2023-11-17,Kariakoo,Dar es Salaam,C,1593.38
11548,2023-11-17,Mwenge,Dar es Salaam,A,2248.05
11549,2023-11-17,Mwenge,Dar es Salaam,B,1870.4
11550,2023-11-17,Mwenge,Dar es Salaam,C,1582.82
11551,2023-11-17,Mwanza Central,Mwanza,A,2303.85
11552,2023-11-17,Mwanza Central,Mwanza,B,1871.84
11553,2023-11-17,Mwanza Central,Mwanza,C,1601.43
11554,2023-11-17,Shinyanga Central,Shinyanga,A,2283.57
11555,2023-11-17,Shinyanga Central,Shinyanga,B,1896.27
11556,2023-11-17,Shinyanga Central,Shinyanga,C,1602.8
11557,2023-11-18,Mbeya Central,Mbeya,A,2030.0
11558,2023-11-18,Mbeya Central,Mbeya,B,1704.34
11559,2023-11-18,Mbeya Central,Mbeya,C,1434.97
11560,2023-11-18,Iringa Central,Iringa,A,2015.73
11561,2023-11-18,Iringa Central,Iringa,B,1663.8
11562,2023-11-18,Iringa Central,Iringa,C,1437.49
11563,2023-11-18,Songea Central,Ruvuma,A,2023.31
11564,2023-11-18,Songea Central,Ruvuma,B,1657.27
11565,2023-11-18,Songea Central,Ruvuma,C,1417.92
11566,2023-11-18,Sumbawanga Central,Rukwa,A,2041.29
11567,2023-11-18,Sumbawanga Central,Rukwa,B,1711.54
11568,2023-11-18,Sumbawanga Central,Rukwa,C,1421.24
11569,2023-11-18,Morogoro Central,Morogoro,A,2051.31
11570,2023-11-18,Morogoro Central,Morogoro,B,1666.53
11571,2023-11-18,Morogoro Central,Morogoro,C,1448.12
11572,2023-11-18,Dodoma Central,Dodoma,A,2018.58
11573,2023-11-18,Dodoma Central,Dodoma,B,1686.29
11574,2023-11-18,Dodoma Central,Dodoma,C,1439.89
11575,2023-11-18,Arusha Central,Arusha,A,2338.15
11576,2023-11-18,Arusha Central,Arusha,B,1923.25
11577,2023-11-18,Arusha Central,Arusha,C,1646.39
11578,2023-11-18,Moshi Central,Kilimanjaro,A,2281.95
11579,2023-11-18,Moshi Central,Kilimanjaro,B,1925.03
11580,2023-11-18,Moshi Central,Kilimanjaro,C,1654.5
11581,2023-11-18,Kariakoo,Dar es Salaam,A,2365.72
11582,2023-11-18,Kariakoo,Dar es Salaam,B,1906.51
11583,2023-11-18,Kariakoo,Dar es Salaam,C,1627.18
11584,2023-11-18,Mwenge,Dar es Salaam,A,2318.59
11585,2023-11-18,Mwenge,Dar es Salaam,B,1905.35
11586,2023-11-18,Mwenge,Dar es Salaam,C,1648.45
11587,2023-11-18,Mwanza Central,Mwanza,A,2303.56
11588,2023-11-18,Mwanza Central,Mwanza,B,1964.35
11589,2023-11-18,Mwanza Central,Mwanza,C,1632.43
11590,2023-11-18,Shinyanga Central,Shinyanga,A,2316.61
11591,2023-11-18,Shinyanga Central,Shinyanga,B,1972.94
11592,2023-11-18,Shinyanga Central,Shinyanga,C,1617.69
11593,2023-11-19,Mbeya Central,Mbeya,A,2049.25
11594,2023-11-19,Mbeya Central,Mbeya,B,1683.32
11595,2023-11-19,Mbeya Central,Mbeya,C,1424.69
11596,2023-11-19,Iringa Central,Iringa,A,2055.25
11597,2023-11-19,Iringa Central,Iringa,B,1716.56
11598,2023-11-19,Iringa Central,Iringa,C,1413.09
11599,2023-11-19,Songea Central,Ruvuma,A,2047.07
11600,2023-11-19,Songea Central,Ruvuma,B,1664.28
11601,2023-11-19,Songea Central,Ruvuma,C,1402.9
11602,2023-11-19,Sumbawanga Central,Rukwa,A,2038.46
11603,2023-11-19,Sumbawanga Central,Rukwa,B,1673.17
11604,2023-11-19,Sumbawanga Central,Rukwa,C,1436.33
11605,2023-11-19,Morogoro Central,Morogoro,A,1991.47
11606,2023-11-19,Morogoro Central,Morogoro,B,1707.23
11607,2023-11-19,Morogoro Central,Morogoro,C,1431.98
11608,2023-11-19,Dodoma Central,Dodoma,A,2043.86
11609,2023-11-19,Dodoma Central,Dodoma,B,1673.75
11610,2023-11-19,Dodoma Central,Dodoma,C,1415.12
11611,2023-11-19,Arusha Central,Arusha,A,2364.08
11612,2023-11-19,Arusha Central,Arusha,B,1937.84
11613,2023-11-19,Arusha Central,Arusha,C,1636.87
11614,2023-11-19,Moshi Central,Kilimanjaro,A,2285.39
11615,2023-11-19,Moshi Central,Kilimanjaro,B,1909.56
11616,2023-11-19,Moshi Central,Kilimanjaro,C,1653.97
11617,2023-11-19,Kariakoo,Dar es Salaam,A,2333.52
11618,2023-11-19,Kariakoo,Dar es Salaam,B,1962.02
11619,2023-11-19,Kariakoo,Dar es Salaam,C,1661.66
11620,2023-11-19,Mwenge,Dar es Salaam,A,2290.21
11621,2023-11-19,Mwenge,Dar es Salaam,B,1969.68
11622,2023-11-19,Mwenge,Dar es Salaam,C,1652.35
11623,2023-11-19,Mwanza Central,Mwanza,A,2355.83
11624,2023-11-19,Mwanza Central,Mwanza,B,1918.3
11625,2023-11-19,Mwanza Central,Mwanza,C,1675.34
11626,2023-11-19,Shinyanga Central,Shinyanga,A,2364.24
11627,2023-11-19,Shinyanga Central,Shinyanga,B,1919.7
11628,2023-11-19,Shinyanga Central,Shinyanga,C,1671.52
11629,2023-11-20,Mbeya Central,Mbeya,A,2017.38
11630,2023-11-20,Mbeya Central,Mbeya,B,1675.99
11631,2023-11-20,Mbeya Central,Mbeya,C,1400.71
11632,2023-11-20,Iringa Central,Iringa,A,1951.18
11633,2023-11-20,Iringa Central,Iringa,B,1678.92
11634,2023-11-20,Iringa Central,Iringa,C,1374.47
11635,2023-11-20,Songea Central,Ruvuma,A,1960.31
11636,2023-11-20,Songea Central,Ruvuma,B,1653.68
11637,2023-11-20,Songea Central,Ruvuma,C,1391.93
11638,2023-11-20,Sumbawanga Central,Rukwa,A,2013.51
11639,2023-11-20,Sumbawanga Central,Rukwa,B,1657.47
11640,2023-11-20,Sumbawanga Central,Rukwa,C,1428.27
11641,2023-11-20,Morogoro Central,Morogoro,A,1945.09
11642,2023-11-20,Morogoro Central,Morogoro,B,1644.08
11643,2023-11-20,Morogoro Central,Morogoro,C,1382.52
11644,2023-11-20,Dodoma Central,Dodoma,A,2005.54
11645,2023-11-20,Dodoma Central,Dodoma,B,1667.46
11646,2023-11-20,Dodoma Central,Dodoma,C,1419.72
11647,2023-11-20,Arusha Central,Arusha,A,2318.07
11648,2023-11-20,Arusha Central,Arusha,B,1877.95
11649,2023-11-20,Arusha Central,Arusha,C,1631.35
11650,2023-11-20,Moshi Central,Kilimanjaro,A,2290.31
11651,2023-11-20,Moshi Central,Kilimanjaro,B,1889.23
11652,2023-11-20,Moshi Central,Kilimanjaro,C,1593.09
11653,2023-11-20,Kariakoo,Dar es Salaam,A,2307.45
11654,2023-11-20,Kariakoo,Dar es Salaam,B,1864.9
11655,2023-11-20,Kariakoo,Dar es Salaam,C,1642.77
11656,2023-11-20,Mwenge,Dar es Salaam,A,2256.62
11657,2023-11-20,Mwenge,Dar es Salaam,B,1927.3
11658,2023-11-20,Mwenge,Dar es Salaam,C,1588.58
11659,2023-11-20,Mwanza Central,Mwanza,A,2298.83
11660,2023-11-20,Mwanza Central,Mwanza,B,1931.23
11661,2023-11-20,Mwanza Central,Mwanza,C,1590.41
11662,2023-11-20,Shinyanga Central,Shinyanga,A,2271.84
11663,2023-11-20,Shinyanga Central,Shinyanga,B,1910.57
11664,2023-11-20,Shinyanga Central,Shinyanga,C,1629.69
11665,2023-11-21,Mbeya Central,Mbeya,A,1941.25
11666,2023-11-21,Mbeya Central,Mbeya,B,1624.74
11667,2023-11-21,Mbeya Central,Mbeya,C,1391.91
11668,2023-11-21,Iringa Central,Iringa,A,1948.53
11669,2023-11-21,Iringa Central,Iringa,B,1658.48
11670,2023-11-21,Iringa Central,Iringa,C,1400.88
11671,2023-11-21,Songea Central,Ruvuma,A,1992.71
11672,2023-11-21,Songea Central,Ruvuma,B,1636.72
11673,2023-11-21,Songea Central,Ruvuma,C,1381.45
11674,2023-11-21,Sumbawanga Central,Rukwa,A,1999.24
11675,2023-11-21,Sumbawanga Central,Rukwa,B,1646.99
11676,2023-11-21,Sumbawanga Central,Rukwa,C,1378.4
11677,2023-11-21,Morogoro Central,Morogoro,A,2017.94
11678,2023-11-21,Morogoro Central,Morogoro,B,1677.09
11679,2023-11-21,Morogoro Central,Morogoro,C,1393.6
11680,2023-11-21,Dodoma Central,Dodoma,A,1961.95
11681,2023-11-21,Dodoma Central,Dodoma,B,1682.21
11682,2023-11-21,Dodoma Central,Dodoma,C,1395.85
11683,2023-11-21,Arusha Central,Arusha,A,2312.62
11684,2023-11-21,Arusha Central,Arusha,B,1868.11
11685,2023-11-21,Arusha Central,Arusha,C,1610.72
11686,2023-11-21,Moshi Central,Kilimanjaro,A,2284.74
11687,2023-11-21,Moshi Central,Kilimanjaro,B,1926.06
11688,2023-11-21,Moshi Central,Kilimanjaro,C,1625.23
11689,2023-11-21,Kariakoo,Dar es Salaam,A,2303.82
11690,2023-11-21,Kariakoo,Dar es Salaam,B,1917.12
11691,2023-11-21,Kariakoo,Dar es Salaam,C,1595.11
11692,2023-11-21,Mwenge,Dar es Salaam,A,2240.85
11693,2023-11-21,Mwenge,Dar es Salaam,B,1935.27
11694,2023-11-21,Mwenge,Dar es Salaam,C,1619.54
11695,2023-11-21,Mwanza Central,Mwanza,A,2286.02
11696,2023-11-21,Mwanza Central,Mwanza,B,1887.07
11697,2023-11-21,Mwanza Central,Mwanza,C,1636.7
11698,2023-11-21,Shinyanga Central,Shinyanga,A,2292.02
11699,2023-11-21,Shinyanga Central,Shinyanga,B,1923.06
11700,2023-11-21,Shinyanga Central,Shinyanga,C,1642.76
11701,2023-11-22,Mbeya Central,Mbeya,A,1973.8
11702,2023-11-22,Mbeya Central,Mbeya,B,1659.11
11703,2023-11-22,Mbeya Central,Mbeya,C,1422.99
11704,2023-11-22,Iringa Central,Iringa,A,1962.59
11705,2023-11-22,Iringa Central,Iringa,B,1664.79
11706,2023-11-22,Iringa Central,Iringa,C,1389.93
11707,2023-11-22,Songea Central,Ruvuma,A,1960.33
11708,2023-11-22,Songea Central,Ruvuma,B,1650.52
11709,2023-11-22,Songea Central,Ruvuma,C,1397.99
11710,2023-11-22,Sumbawanga Central,Rukwa,A,2006.63
11711,2023-11-22,Sumbawanga Central,Rukwa,B,1681.88
11712,2023-11-22,Sumbawanga Central,Rukwa,C,1379.11
11713,2023-11-22,Morogoro Central,Morogoro,A,1948.41
11714,2023-11-22,Morogoro Central,Morogoro,B,1670.2
11715,2023-11-22,Morogoro Central,Morogoro,C,1388.07
11716,2023-11-22,Dodoma Central,Dodoma,A,1979.6
11717,2023-11-22,Dodoma Central,Dodoma,B,1656.01
11718,2023-11-22,Dodoma Central,Dodoma,C,1411.79
11719,2023-11-22,Arusha Central,Arusha,A,2240.93
11720,2023-11-22,Arusha Central,Arusha,B,1918.82
11721,2023-11-22,Arusha Central,Arusha,C,1626.33
11722,2023-11-22,Moshi Central,Kilimanjaro,A,2282.53
11723,2023-11-22,Moshi Central,Kilimanjaro,B,1923.11
11724,2023-11-22,Moshi Central,Kilimanjaro,C,1604.86
11725,2023-11-22,Kariakoo,Dar es Salaam,A,2278.73
11726,2023-11-22,Kariakoo,Dar es Salaam,B,1929.78
11727,2023-11-22,Kariakoo,Dar es Salaam,C,1605.3
11728,2023-11-22,Mwenge,Dar es Salaam,A,2286.26
11729,2023-11-22,Mwenge,Dar es Salaam,B,1904.36
11730,2023-11-22,Mwenge,Dar es Salaam,C,1631.82
11731,2023-11-22,Mwanza Central,Mwanza,A,2318.36
11732,2023-11-22,Mwanza Central,Mwanza,B,1903.24
11733,2023-11-22,Mwanza Central,Mwanza,C,1588.2
11734,2023-11-22,Shinyanga Central,Shinyanga,A,2301.05
11735,2023-11-22,Shinyanga Central,Shinyanga,B,1886.93
11736,2023-11-22,Shinyanga Central,Shinyanga,C,1624.01
11737,2023-11-23,Mbeya Central,Mbeya,A,2011.98
11738,2023-11-23,Mbeya Central,Mbeya,B,1644.84
11739,2023-11-23,Mbeya Central,Mbeya,C,1396.54
11740,2023-11-23,Iringa Central,Iringa,A,1999.35
11741,2023-11-23,Iringa Central,Iringa,B,1639.92
11742,2023-11-23,Iringa Central,Iringa,C,1418.66
11743,2023-11-23,Songea Central,Ruvuma,A,2007.9
11744,2023-11-23,Songea Central,Ruvuma,B,1654.84
11745,2023-11-23,Songea Central,Ruvuma,C,1403.78
11746,2023-11-23,Sumbawanga Central,Rukwa,A,2014.86
11747,2023-11-23,Sumbawanga Central,Rukwa,B,1670.67
11748,2023-11-23,Sumbawanga Central,Rukwa,C,1409.69
11749,2023-11-23,Morogoro Central,Morogoro,A,2001.99
11750,2023-11-23,Morogoro Central,Morogoro,B,1661.16
11751,2023-11-23,Morogoro Central,Morogoro,C,1375.89
11752,2023-11-23,Dodoma Central,Dodoma,A,1985.3
11753,2023-11-23,Dodoma Central,Dodoma,B,1618.59
11754,2023-11-23,Dodoma Central,Dodoma,C,1427.52
11755,2023-11-23,Arusha Central,Arusha,A,2240.46
11756,2023-11-23,Arusha Central,Arusha,B,1929.43
11757,2023-11-23,Arusha Central,Arusha,C,1632.35
